OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,STARTDATE,PERIMDATE,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN
615,WANES,WA DNR - NE Region,Upriver Beacon,1637,2018-07-17T00:00:00.000Z,2018-07-19T00:00:00.000Z,98.28796453,2018,Human,4281406.609434,10700.4144578208
616,WAWFS,WA Fire Service,Buckshot,359,2018-07-19T00:00:00.000Z,2018-07-21T00:00:00.000Z,908.48700175,2018,Human,39573535.5015515,46859.3122005253
617,WAMCR,Mid Columbia NWR,L RD SW,356,2018-07-19T00:00:00.000Z,2018-07-21T00:00:00.000Z,21619.00452206,2018,Human,941720070.089269,153185.258002746
618,WASES,WA DNR - SE Region,Boylston,355,2018-07-19T00:00:00.000Z,2018-07-22T00:00:00.000Z,71694.42950133,2018,Human,3122996857.05295,303287.808952884
619,WAWFS,WA Fire Service,Locust Grove,908,2018-07-21T00:00:00.000Z,2018-07-23T00:00:00.000Z,1764.7342704,2018,Human,76871517.331477,60814.242748817
620,WASES,WA DNR - SE Region,Turtle Rock,388,2018-07-24T00:00:00.000Z,2018-07-25T00:00:00.000Z,716.64395616,2018,Unknown,31216885.8626005,22891.945423823
621,WASES,WA DNR - SE Region,Chelan Hills,399,2018-07-27T00:00:00.000Z,2018-07-28T00:00:00.000Z,1842.22377485,2018,Unknown,80246946.64368,46322.5959954243
622,WASPD,Spokane BLM,Warner Gulch,20578,2018-07-28T00:00:00.000Z,2018-07-31T00:00:00.000Z,471.69384225,2018,Unknown,20546901.580407,22718.1160184545
623,ORCGF,Columbia RG NSA,Milepost 90,461,2018-07-31T00:00:00.000Z,2018-08-02T00:00:00.000Z,9950.68937637,2018,Unknown,433450295.428331,134150.822720752
624,WASES,WA DNR - SE Region,Navarre,455,2018-07-31T00:00:00.000Z,2018-08-02T00:00:00.000Z,150.97352905,2018,Lightning,6576380.6199135,12895.7417886048
625,WASPD,Spokane BLM,HWY 24 Command,447,2018-07-30T00:00:00.000Z,2018-07-31T00:00:00.000Z,1124.67702208,2018,Unknown,48990735.1182165,35828.1186123385
626,WANES,WA DNR - NE Region,Sheep Creek,1773,2018-07-30T00:00:00.000Z,2018-08-06T00:00:00.000Z,459.41399417,2018,Unknown,20011993.537886,26124.6734057128
627,WASPD,Spokane BLM,Ragged Butte,490,2018-08-06T00:00:00.000Z,2018-08-08T00:00:00.000Z,1286.64147246,2018,Unknown,56045878.356054,37698.6930281295
628,WANES,WA DNR - NE Region,Angel Springs,1801,2018-08-02T00:00:00.000Z,2018-08-09T00:00:00.000Z,5050.16234872,2018,Human,219984191.970974,123830.945189438
629,WAOWF,Okan-Wen NF,Doe Falls,526,2018-08-11T00:00:00.000Z,2018-08-11T00:00:00.000Z,6.0372354,2018,Lightning,262980.9219045,1944.16591498973
630,WAOWF,Okan-Wen NF,Doe,525,2018-08-11T00:00:00.000Z,2018-08-11T00:00:00.000Z,16.16448527,2018,Lightning,704122.161819,3453.61192670767
631,WAOWF,Okan-Wen NF,Boulder Creek,529,2018-07-29T00:00:00.000Z,2018-08-11T00:00:00.000Z,6.83147228,2018,Lightning,297577.7423055,2118.03286487031
632,WASPD,Spokane BLM,Saddle Mountain,468,2018-08-02T00:00:00.000Z,2018-08-03T00:00:00.000Z,1851.42994258,2018,Human,80647965.7060575,51924.2966198644
633,WAOWF,Okan-Wen NF,Whitepine,442,2018-07-29T00:00:00.000Z,2018-08-14T00:00:00.000Z,9.73590295,2018,Lightning,424094.2363315,5045.11341995285
634,WACOF,Colville NF,Grizz,1901,2018-08-11T00:00:00.000Z,2018-08-12T00:00:00.000Z,5.79558408,2018,Lightning,252454.632784,2003.20399678303
635,WAOWF,Okan-Wen NF,Lost,486,2018-08-05T00:00:00.000Z,2018-08-21T00:00:00.000Z,79.38942942,2018,Unknown,3458189.712898,12604.5099450567
636,WAOLF,Olympic NF,Maple,207,2018-08-04T00:00:00.000Z,2018-08-21T00:00:00.000Z,2154.36549938,2018,Unknown,93843785.776878,112286.235381432
637,WANES,WA DNR - NE Region,Boyds,1909,2018-08-11T00:00:00.000Z,2018-08-27T00:00:00.000Z,4660.00314949,2018,Human,202988925.233667,131602.002910393
638,WAWFS,WA Fire Service,Crystal,585,2018-09-01T00:00:00.000Z,2018-09-02T00:00:00.000Z,2610.61808322,2018,Human,113718068.831571,90790.9471987562
639,WACOF,Colville NF,Horns Mountain,1907,2018-08-11T00:00:00.000Z,2018-09-01T00:00:00.000Z,5902.00420765,2018,Lightning,257090274.92094,168859.602014769
640,WAGPF,Gifford Pinchot NF,Clear Fork,521,2018-08-08T00:00:00.000Z,2018-08-30T00:00:00.000Z,73.97606088,2018,Lightning,3222384.3225605,9879.39079237639
641,WAOWF,Okan-Wen NF,Miriam,433,2018-07-30T00:00:00.000Z,2018-08-30T00:00:00.000Z,4577.00670692,2018,Unknown,199373614.656502,163320.861140165
642,WAYAA,BIA - Yakima,Meninick Pass,127,2018-08-16T00:00:00.000Z,2018-09-04T00:00:00.000Z,5000.15559588,2018,Lightning,217805906.530163,77147.3645145497
643,WAYAA,BIA - Yakima,Mile Marker 44,143,2018-09-01T00:00:00.000Z,2018-09-04T00:00:00.000Z,1792.93979538,2018,Human,78100145.085338,51433.3378243817
644,WAOWF,Okan-Wen NF,Bannock Lakes,415,2018-07-28T00:00:00.000Z,2018-09-04T00:00:00.000Z,498.35466365,2018,Unknown,21708242.315494,36997.0414705432
645,WASPD,Spokane BLM,Elm,549,2018-08-17T00:00:00.000Z,2018-09-08T00:00:00.000Z,2078.5102549,2018,Unknown,90539544.5441325,41720.1558625326
646,WAOWF,Okan-Wen NF,Holman,543,2018-08-16T00:00:00.000Z,2018-09-09T00:00:00.000Z,299.20890627,2018,Unknown,13033487.8228125,51885.3045955245
647,WAMCR,Mid Columbia NWR,Wahluke Slope,605,2018-09-07T00:00:00.000Z,2018-09-09T00:00:00.000Z,11704.17816733,2018,Lightning,509831961.634854,122483.565144547
648,WAOWF,Okan-Wen NF,Cougar Creek,419,2018-07-29T00:00:00.000Z,2018-09-11T00:00:00.000Z,41416.33814431,2018,Lightning,1804088473.19045,535796.703302358
649,WAWFS,WA Fire Service,Glade Creek,616,2018-09-08T00:00:00.000Z,2018-09-09T00:00:00.000Z,12835.61550331,2018,Unknown,559117174.848844,205985.201348444
650,WAMSF,Mt. Baker-Snoq NF,Wrong Creek,154,2018-07-24T00:00:00.000Z,2018-09-09T00:00:00.000Z,423.52720839,2018,Lightning,18448771.4019695,34059.916106598
651,WAOWF,Okan-Wen NF,Iron West,609,2018-09-08T00:00:00.000Z,2018-09-09T00:00:00.000Z,8.25704508,2018,Unknown,359675.444784,3249.18062650973
652,WAOWF,Okan-Wen NF,Iron East,610,2018-09-08T00:00:00.000Z,2018-09-09T00:00:00.000Z,32.10046761,2018,Unknown,1398290.7760995,7540.84480576294
653,WAOWF,Okan-Wen NF,McLeod,522,2018-08-11T00:00:00.000Z,2018-09-12T00:00:00.000Z,22875.4809779,2018,Lightning,996451965.57745,784746.226015269
654,WANCP,North Cascades NP,Arctic Jim,222,2018-08-06T00:00:00.000Z,2018-08-15T00:00:00.000Z,347.18864558,2018,Lightning,15123476.9074425,18124.4627295709
655,WAOWF,Okan-Wen NF,Crescent Mountain,428,2018-07-29T00:00:00.000Z,2018-09-16T00:00:00.000Z,51972.41205121,2018,Lightning,2263909213.28685,1049748.81879442
656,WAWFS,WA Fire Service,Wagon Wheel,587,2018-09-01T00:00:00.000Z,2018-09-03T00:00:00.000Z,4046.18642129,2018,Human,176251175.50449,82502.0191628798
657,WASPD,Spokane BLM,Weber Canyon,315,2018-07-13T00:00:00.000Z,2018-07-14T00:00:00.000Z,543.8405084,2018,Human,23689597.7871225,43280.5795057944
658,WASES,WA DNR - SE Region,Stormy Creek,243,2018-07-01T00:00:00.000Z,2018-07-12T00:00:00.000Z,64.86872812,2018,Unknown,2825670.4942425,8128.48580822503
659,WACOA,Colville Agency,Little Snake River,180169,2018-09-26T00:00:00.000Z,2018-09-27T00:00:00.000Z,246.91932926,2018,Unknown,10755762.9594645,18694.9510688071
660,WAMSF,Mt. Baker-Snoq NF,Little Fork,267,2018-08-17T00:00:00.000Z,2018-08-24T00:00:00.000Z,426.88910327,2018,Lightning,18595214.9572095,22016.2970167014
661,WAYAA,BIA - Yakima,Hawk Fire,119,2018-08-10T00:00:00.000Z,2018-10-16T00:00:00.000Z,624.28747841,2018,Human,27193853.7840185,30335.311160908
662,WAOWF,Oka-Wen NF,Tyee,493,1994-07-24T00:00:00.000Z,2018-08-26T00:00:00.000Z,82558.09779602,1994,LIghtning,3596216355.08627,382723.36815721
663,WASPD,Spokane BLM,Shooting Range,202,2018-06-24T00:00:00.000Z,2018-06-24T00:00:00.000Z,206.35395353,2018,Unknown,8988742.260891,12635.7761460142
664,WASES,WA DNR - SE Region,Conrad,244,2018-07-01T00:00:00.000Z,2018-07-03T00:00:00.000Z,4582.42957476,2018,Unknown,199609833.834951,104163.5540756
